11,13,31,48,58,59
29,35,37,45,53,57
4,5,15,29,39,53
10,21,22,35,51,55
10,18,22,30,32,48
1,38,42,47,49,54
15,21,42,52,54,55
2,15,30,31,41,49
8,35,44,47,49,53
6,12,18,44,49,57
3,7,13,18,23,29
24,25,38,40,42,44
3,10,24,36,45,56
2,22,25,26,43,58
12,18,30,31,33,58
19,29,40,53,57,59
3,33,36,37,43,46
2,4,29,37,39,51
5,18,31,39,41,57
14,26,27,38,50,58
5,24,25,26,39,56
2,9,16,20,43,47
1,6,8,18,26,51
4,6,27,42,48,53
11,12,22,26,33,43
2,8,10,11,23,28
28,33,35,50,53,59
18,25,26,39,45,51
5,7,8,22,40,53
9,18,24,25,31,58
6,9,10,39,49,57
9,29,38,40,41,49
9,10,23,24,37,51
10,18,27,28,48,58
7,16,21,39,43,59
1,9,18,24,32,42
11,18,24,29,32,55
1,10,29,41,45,51
5,6,34,44,49,57
3,4,27,35,44,45
8,11,15,24,42,49
4,5,6,17,22,49
8,10,29,32,44,51
4,12,17,18,31,42
28,31,36,38,52,59
6,8,10,13,17,28
2,5,6,38,44,48
16,29,40,43,51,52
5,10,16,35,53,56
4,15,26,28,38,40
1,15,17,30,38,59
13,22,26,27,39,46
1,25,32,37,39,56
4,14,17,23,48,58
10,25,30,42,44,52
4,5,16,29,37,56
2,4,5,23,44,45
4,6,31,39,50,51
11,13,20,39,43,56
12,30,31,50,55,58
2,36,42,45,48,53
19,24,34,35,38,39
7,14,23,26,50,58
5,8,26,28,37,44
4,6,29,38,46,54
3,12,16,36,47,58
4,15,24,30,38,55
34,36,39,53,56,57
2,5,27,34,55,56
5,18,23,36,39,49
3,10,13,25,43,56
7,19,46,50,58,59
7,16,26,33,39,50
9,39,40,46,47,49
11,35,41,46,53,56
2,13,23,34,47,55
1,6,30,31,32,49
2,11,12,29,49,52
21,34,48,49,57,58
26,27,39,43,44,53
1,2,32,35,46,53
2,19,20,28,40,48
8,11,21,25,48,49
3,4,20,27,28,51
9,22,32,34,45,51
2,19,21,33,34,43
6,22,25,37,50,56
3,15,18,30,48,58
1,4,30,33,47,55
6,20,32,37,42,54
17,21,22,33,35,43
14,25,37,40,41,58
13,14,28,37,54,58
7,9,13,19,22,28
5,17,40,41,52,59
23,31,38,39,42,44
11,12,27,28,45,56
3,4,19,21,25,32
14,15,19,31,32,35
26,27,31,34,58,59
12,16,18,35,40,47
20,30,45,48,50,52
4,17,23,24,34,40
4,6,15,23,28,50
20,35,36,38,42,43
2,5,29,32,34,56
12,21,27,30,42,59
5,12,37,42,49,58
1,6,10,19,21,41
7,34,42,53,54,55
6,8,18,41,50,57
1,5,25,53,54,58
21,29,45,48,50,51
9,24,36,38,41,48
9,15,25,37,47,56
2,5,35,37,55,58
3,15,18,32,45,46
3,26,27,49,52,54
24,33,41,53,57,58
6,9,14,17,35,59
3,13,26,35,41,59
4,16,19,29,56,58
2,4,18,37,48,57
36,40,41,42,45,58
2,12,18,26,33,53
6,23,26,30,33,48
2,24,27,36,39,47
1,10,20,24,33,43
7,22,34,39,46,54
1,2,35,49,52,56
6,23,41,45,55,56
2,8,44,48,52,53
14,23,24,30,44,56
1,24,28,31,32,57
6,7,26,29,34,46
4,25,27,37,41,55
9,38,41,46,50,54
16,19,24,27,51,59
6,20,34,35,47,49
1,2,9,16,24,46
4,10,14,38,44,46
8,17,22,35,47,56
4,15,17,26,30,55
3,16,21,32,38,39
2,17,18,33,34,42
6,12,15,23,45,47
17,19,36,51,56,57
1,4,9,29,30,59
11,20,22,28,41,49
6,21,22,48,49,50
19,20,27,43,45,56
4,7,14,23,44,57
13,16,38,46,51,52
4,21,22,31,34,53
13,20,29,35,38,58
6,13,17,20,32,46
2,9,20,29,43,46
4,12,34,47,52,57
36,37,45,48,52,53
5,6,19,24,36,40
23,28,29,35,46,58
9,13,44,51,52,58
3,12,37,51,53,55
2,24,33,39,51,58
4,10,20,34,42,44
15,22,25,31,34,47
5,7,13,27,39,53
8,13,33,40,47,55
20,27,28,30,37,59
1,7,24,29,36,56
3,12,21,36,41,53
1,9,24,39,42,54
1,4,31,35,38,46
14,15,36,53,54,59
14,19,25,33,52,59
6,21,41,42,58,59
10,17,24,25,26,37
15,19,22,39,54,59
6,30,31,33,48,52
1,5,29,38,42,48
3,23,26,37,44,52
5,8,31,39,46,58
2,7,16,20,34,39
11,24,42,48,50,56
7,20,30,35,40,49
1,3,25,50,53,54
9,20,24,40,57,58
1,31,38,44,48,58
1,12,17,36,38,39
3,8,10,20,26,29
1,6,11,17,24,40
2,7,21,29,38,42
3,7,36,39,47,58
3,10,22,31,32,38
7,9,22,32,34,42
26,27,33,47,51,57
4,11,15,32,39,59
5,11,12,32,35,52
1,15,18,29,34,57
7,14,15,20,30,52
13,15,28,33,57,59
14,16,33,44,52,54
7,17,43,44,52,57
11,12,28,32,37,47
1,8,9,14,25,47
10,23,30,35,44,54
17,18,20,29,45,55
4,6,13,29,55,57
12,15,18,39,41,45
8,14,26,31,41,55
4,13,17,31,41,53
20,22,26,28,34,59
6,12,46,48,51,53
11,19,25,35,43,49
16,21,31,35,48,57
10,12,20,27,35,58
3,6,7,18,34,54
6,10,13,28,42,55
7,9,14,26,48,52
4,10,32,35,42,49
1,5,9,12,21,27
11,24,27,30,35,51
1,8,15,38,39,46
15,18,19,23,57,58
3,14,29,33,48,59
6,8,10,12,17,57
41,49,54,55,56,59
2,4,23,44,56,58
7,23,30,45,54,58
3,21,32,34,35,45
1,8,18,36,37,43
22,28,31,34,42,55
2,16,28,39,51,52
11,16,22,32,34,52
17,25,26,42,53,59
5,6,23,35,46,48
15,30,32,52,54,58
13,15,27,28,30,56
7,9,10,14,21,38
8,13,15,31,33,55
19,23,26,38,49,50
16,17,28,46,49,55
10,12,20,21,23,36
15,16,37,40,42,45
13,16,19,23,48,52
16,22,25,34,55,56
5,6,7,23,29,42
1,7,36,37,46,50
1,14,32,34,52,57
13,17,18,35,37,39
6,11,22,37,43,55
1,6,14,24,40,49
7,17,29,31,35,52
12,28,32,41,54,57
3,7,34,46,49,57
1,3,7,15,22,30
4,5,17,30,54,56
10,14,39,48,50,51
2,15,21,28,39,40
11,14,27,30,39,46
9,30,36,41,54,57
2,13,22,39,49,57
7,9,12,24,48,57
1,5,27,34,44,52
11,19,20,28,39,56
5,9,13,15,33,57
16,23,29,41,53,56
19,31,32,34,40,43
7,12,13,29,49,55
1,8,23,38,41,56
20,21,22,30,54,58
25,26,34,39,43,45
1,27,33,39,41,48
6,11,14,32,40,51
3,10,18,21,40,58
9,18,20,34,44,59
6,15,19,24,39,50
20,34,38,39,51,57
11,13,19,21,23,42
1,20,29,39,40,57
8,11,16,27,48,53
6,11,13,19,34,54
2,23,24,47,50,57
23,24,32,39,48,56
14,16,18,31,40,41
6,11,17,22,27,28
7,21,32,35,50,59
16,29,39,47,55,56
4,6,15,20,42,48
8,11,12,16,24,30
5,19,21,33,36,37
12,15,40,42,45,59
12,24,28,36,54,55
1,3,29,30,46,54
7,13,34,38,40,50
26,28,31,48,54,56
5,10,11,30,49,54
20,34,36,43,54,55
10,14,18,26,30,49
9,12,22,39,40,59
12,28,40,48,50,52
16,26,46,48,53,56
8,15,16,21,25,49
10,11,34,36,38,45
9,24,43,45,51,57
22,27,42,45,52,59
2,5,15,31,33,36
1,4,8,35,42,45
7,12,16,35,41,47
18,20,23,41,42,44
15,27,37,38,43,56
9,12,15,26,30,45
8,14,26,32,45,58
12,13,16,19,44,59
7,38,48,50,54,59
3,9,20,30,47,55
14,18,30,34,58,59
24,37,51,52,58,59
7,13,15,16,19,53
5,22,23,30,45,52
7,14,22,37,46,59
7,14,25,34,36,53
11,21,28,34,45,58
2,4,15,16,19,41
8,10,13,34,39,45
8,13,27,37,45,54
12,30,36,42,46,55
13,21,25,26,48,50
9,33,36,38,40,51
1,12,30,31,32,50
6,22,35,36,45,49
10,11,18,37,50,55
2,20,43,44,48,57
2,4,15,22,24,54
9,14,26,32,40,56
1,2,11,20,33,55
4,10,37,38,48,50
21,23,27,41,49,59
2,23,28,31,37,42
12,18,39,41,52,58
12,19,22,45,50,57
3,9,19,32,38,45
4,14,19,30,33,38
2,6,13,20,23,32
2,5,13,40,46,55
4,13,19,30,39,46
20,22,31,38,39,46
5,25,31,33,36,44
2,8,11,17,29,51
4,12,16,17,24,59
8,11,15,19,43,45
19,27,37,40,42,46
9,16,32,35,58,59
19,21,28,36,46,57
10,11,12,24,50,52
1,16,24,28,40,44
6,12,20,27,39,52
18,19,23,25,48,53
7,17,33,36,47,53
2,27,42,43,51,54
7,14,18,22,33,49
4,6,11,17,23,33
5,8,12,31,46,52
2,12,13,18,21,53
1,26,28,30,32,56
1,17,20,33,41,45
4,9,15,29,37,54
10,31,33,40,46,54
1,7,27,28,37,43
17,21,23,35,54,57
1,17,31,34,41,57
5,6,26,27,36,56
12,13,15,21,32,45
14,17,45,54,57,59
24,29,30,38,41,59
1,5,29,32,42,55
5,10,14,38,43,57
18,26,29,54,57,58
8,16,20,34,44,54
22,29,33,39,41,49
5,9,25,27,37,38
14,16,23,32,38,40
18,33,36,52,53,58
14,25,30,35,48,55
9,13,31,34,35,52
13,21,35,48,55,57
4,9,16,21,38,53
31,35,46,48,53,58
14,26,27,29,33,44
5,8,26,45,48,58
15,21,23,24,35,49
1,5,15,29,41,48
2,19,22,26,31,51
9,10,41,50,52,58
1,12,15,23,30,44
11,12,21,33,45,46
6,15,18,31,35,52
24,25,34,36,38,41
8,16,22,50,55,59
11,17,20,42,43,53
9,14,25,37,41,42
1,7,26,32,48,56
3,17,26,47,50,53
16,23,41,49,50,55
4,6,11,24,33,56
1,19,23,29,39,52
8,17,20,33,47,49
22,34,38,39,47,57
19,38,39,47,50,53
4,7,12,17,24,53
3,11,15,22,32,36
10,11,23,31,52,54
2,9,12,14,32,35
33,43,44,45,48,53
11,15,21,23,47,58
13,26,30,31,49,59
12,27,38,40,42,47
9,18,19,45,46,59
4,11,17,20,48,59
17,19,34,40,42,57
13,20,22,23,33,38
6,8,13,46,50,57
15,17,38,40,41,48
18,19,20,26,31,36
7,17,28,34,35,54
37,42,44,45,54,57
24,27,31,37,42,53
2,6,21,24,40,42
6,31,38,39,42,58
6,7,9,43,45,56
1,3,31,32,42,52
11,32,36,40,41,47
4,18,21,30,39,40
3,23,29,32,35,45
16,21,31,50,52,55
24,26,37,38,50,52
1,4,13,21,36,51
6,10,20,24,33,40
10,11,20,39,43,48
22,24,25,32,44,45
2,20,28,37,48,57
8,11,15,17,32,49
10,26,27,32,36,41
3,13,18,39,49,50
15,35,46,48,55,57
1,13,15,27,29,30
3,18,21,35,38,55
20,22,23,26,46,50
16,23,24,36,54,57
40,47,52,56,58,59
2,10,22,24,37,51
13,18,24,34,53,56
6,33,35,41,44,59
3,15,21,27,40,48
11,21,30,46,50,51
2,10,13,34,37,57
8,11,32,41,49,51
17,22,23,26,42,44
14,24,30,34,35,57
5,12,37,43,46,58
3,9,24,36,39,52
22,29,34,35,40,48
9,13,14,17,20,27
26,29,31,32,52,53
4,9,18,25,45,53
6,18,31,39,44,58
8,19,38,42,48,59
16,27,32,36,37,39
2,24,26,39,56,58
16,31,37,38,47,49
1,9,21,22,26,44
6,10,42,49,54,59
13,17,53,57,58,59
21,28,29,43,46,56
2,9,31,32,45,56
3,17,28,39,48,52
15,26,32,41,52,53
4,7,29,45,48,57
7,8,20,27,33,34
1,2,9,30,36,51
18,19,20,40,41,43
8,9,21,22,46,50
4,8,15,26,40,53
4,14,20,37,44,59
5,28,29,36,39,48
1,5,27,33,50,59
5,16,19,36,39,42
22,26,35,40,49,53
13,19,34,41,43,49
1,14,15,41,43,54
24,26,37,38,51,54
7,24,44,49,54,56
9,16,24,35,40,41
7,15,19,25,46,50
5,26,33,37,46,52
2,12,25,48,49,58
19,23,26,30,39,48
2,17,30,36,40,42
6,7,15,20,26,33
8,20,46,47,53,58
2,29,35,38,45,52
10,11,25,28,32,49
6,17,32,39,40,49
3,25,34,46,56,59
10,20,29,41,46,58
2,10,21,22,45,51
5,29,36,47,51,59
6,24,27,36,37,59
9,26,28,30,36,51
10,11,16,26,27,40
6,11,18,34,37,43
8,12,23,33,44,58
9,15,27,40,48,52
15,21,25,44,47,51
7,24,25,40,43,44
4,12,13,17,24,27
2,20,30,43,54,58
11,18,20,34,37,48
14,23,25,29,31,53
5,28,37,42,46,52
1,5,28,29,35,49
2,23,28,38,54,58
4,20,28,42,43,45
4,7,8,32,45,55
16,22,41,48,53,58
10,11,16,33,40,42
9,22,36,45,48,54
5,20,27,32,58,59
16,26,30,36,40,43
4,19,27,29,34,50
3,15,18,21,36,56
18,20,23,35,51,58
24,25,33,43,50,58
5,14,30,31,49,54
3,10,23,28,34,50
10,12,31,34,41,51
22,24,34,44,45,50
16,19,21,26,35,36
1,9,15,27,40,59
11,12,33,35,45,59
10,16,36,48,52,55
2,4,7,46,55,59
6,16,18,54,56,57
3,7,12,24,40,58
7,16,27,31,44,59
7,23,25,49,57,58
2,5,9,19,24,44
12,24,26,35,47,53
22,28,32,42,50,56
3,4,6,9,43,49
2,7,13,33,37,45
15,16,26,30,51,59
7,14,24,28,39,40
5,9,24,34,45,49
6,7,8,15,29,38
1,11,25,33,54,59
16,24,34,42,48,50
3,4,6,12,28,33
3,14,25,29,48,53
13,21,24,38,40,53
4,5,7,18,24,45
2,5,7,9,19,30
3,9,10,11,13,29
4,8,19,24,45,57
6,9,10,23,44,52
4,12,19,37,39,48
8,19,26,38,43,59
23,26,34,41,43,46
11,16,31,44,49,57
19,23,38,39,47,58
1,4,20,33,42,48
1,3,5,15,24,41
2,7,25,29,51,55
7,16,23,37,42,47
16,22,31,34,45,59
1,7,13,27,39,45
13,15,25,34,37,52
8,13,18,20,25,35
5,35,38,39,45,49
9,14,32,37,47,55
13,16,18,30,32,34
20,40,42,45,54,55
3,33,40,42,43,54
1,13,33,36,40,53
8,13,22,34,35,43
5,13,23,42,57,59
3,5,21,38,40,46
1,25,43,46,47,50
2,22,27,29,31,57
6,17,21,38,49,55
8,11,19,24,25,39
16,27,31,36,44,59
12,28,38,40,41,52
6,26,35,47,52,59
3,8,40,50,51,59
9,18,30,32,46,50
11,18,36,39,45,58
7,12,22,24,43,53
10,17,24,34,46,50
8,9,33,37,46,58
11,12,25,34,44,45
3,13,28,45,51,52
3,7,11,34,41,45
6,27,36,37,45,57
6,7,11,13,39,42
12,17,32,36,50,51
10,15,34,39,40,47
11,18,29,41,47,56
5,22,26,50,57,58
14,15,23,36,39,47
8,14,45,51,53,56
12,33,35,41,50,53
9,11,13,15,32,53
3,8,11,23,45,53
6,8,17,29,30,33
1,2,22,29,34,41
6,10,37,49,58,59
6,11,35,36,49,53
5,9,23,32,46,52
3,11,16,20,39,46
6,9,13,28,34,40
28,29,30,43,57,59
12,28,36,45,47,55
5,6,22,39,46,50
6,8,19,27,34,41
11,17,22,43,50,56
9,13,27,34,51,53
7,32,35,39,41,42
4,8,20,28,39,47
6,26,38,40,54,55
3,7,8,12,16,19
18,20,39,45,46,54
12,13,18,21,26,39
13,15,26,42,52,54
24,27,28,38,45,52
3,26,30,46,52,54
14,16,19,25,26,47
35,42,50,53,54,56
13,32,43,46,53,54
2,15,27,28,41,43
10,24,27,44,45,55
7,8,15,20,26,49
14,19,27,33,34,47
13,14,16,26,32,43
2,6,14,29,36,44
21,25,34,37,41,56
8,15,21,31,39,55
7,10,33,45,54,58
3,7,30,34,37,49
8,13,22,30,55,59
15,16,17,54,55,58
1,24,27,38,39,42
16,21,23,33,36,59
30,31,35,43,51,56
2,11,23,38,41,44
2,4,8,13,23,47
13,35,39,45,46,57
22,23,24,46,49,51
8,10,17,39,42,50
1,17,26,55,58,59
25,28,31,42,43,58
10,15,16,37,46,50
30,33,36,43,45,59
14,18,20,31,51,52
2,9,11,40,53,56
3,6,10,22,24,43
29,36,44,46,57,59
5,10,19,21,42,44
7,10,15,30,41,42
6,20,32,48,54,56
2,5,12,30,38,51
13,25,38,42,47,59
31,34,37,41,45,57
18,21,25,36,37,59
2,4,28,35,36,48
4,6,24,44,54,59
6,7,21,34,43,52
7,27,30,31,44,46
9,10,21,38,55,59
13,19,32,41,46,48
2,6,28,30,49,58
13,14,23,29,45,57
6,10,13,19,31,47
5,7,18,31,37,45
9,21,22,29,36,41
1,2,14,51,53,56
1,13,22,32,50,56
24,27,42,45,48,59
6,9,13,15,26,31
3,26,39,40,54,55
16,24,37,44,51,52
6,20,24,28,34,49
45,46,51,53,54,57
14,15,38,40,50,59
5,16,30,43,46,55
4,8,20,35,36,40
4,6,21,25,38,41
18,26,32,44,51,56
6,19,28,29,48,56
16,18,23,36,49,55
11,12,13,19,42,43
8,9,10,17,31,35
3,13,18,37,49,57
2,24,29,35,54,59
19,22,33,38,53,58
8,22,36,37,49,57
28,34,40,46,49,52
6,9,16,24,30,55
22,26,34,46,49,58
4,23,27,50,52,59
12,19,30,33,36,56
23,30,31,32,51,55
8,11,34,36,38,45
22,23,39,41,55,56
15,24,36,50,53,58
7,11,20,22,30,46
13,16,20,26,36,56
11,17,34,37,42,56
2,3,12,32,41,54
14,32,38,48,49,59
3,9,14,26,35,55
17,18,24,44,49,56
3,7,14,21,47,53
3,21,25,35,46,56
18,30,34,41,49,54
9,24,30,48,50,55
9,22,26,37,46,59
16,30,41,44,46,47
3,14,17,31,49,54
1,11,21,40,47,48
3,11,31,45,47,53
1,6,9,12,25,36
6,24,39,43,47,51
4,10,30,44,46,52
10,17,19,20,26,30
4,8,11,24,34,42
1,11,16,17,40,59
9,29,34,38,43,58
6,19,29,33,39,52
12,14,33,47,52,53
5,21,23,31,34,35
12,13,38,49,54,59
6,9,35,42,49,52
8,16,21,24,32,50
6,13,21,35,50,53
20,26,28,31,36,40
12,13,38,44,48,52
3,22,23,29,36,48
1,23,41,44,50,52
5,36,37,39,42,48
26,30,41,54,57,59
3,28,33,34,36,54
12,16,22,24,26,48
2,15,35,43,45,57
2,3,15,35,55,56
4,7,10,33,37,41
4,19,21,29,31,33
1,8,11,23,42,43
11,26,39,43,47,56
2,26,31,40,46,49
9,13,51,54,57,58
5,10,15,17,32,47
2,8,15,20,32,56
1,6,22,43,46,53
29,45,53,54,56,58
10,14,16,27,38,54
2,25,26,35,39,51
1,24,34,36,49,58
25,41,44,47,50,58
10,18,28,33,36,56
8,15,36,50,51,55
11,21,37,42,46,57
1,19,20,42,49,56
3,8,9,17,19,54
5,14,29,39,47,56
6,7,19,27,52,56
3,15,19,23,30,50
8,24,25,32,41,47
7,11,21,34,45,54
9,11,36,48,49,52
14,16,24,37,41,45
16,42,49,54,55,56
14,15,24,37,53,58
3,25,31,38,49,56
4,5,7,10,30,37
3,9,11,21,28,53
5,11,17,32,41,45
5,6,19,30,38,43
1,14,17,39,53,58
8,13,21,23,45,55
22,23,24,29,44,52
21,35,44,47,52,55
2,18,30,35,52,57
2,12,30,31,39,45
25,36,37,45,53,54
4,20,26,32,39,43
2,8,24,45,57,58
1,2,12,22,47,54
4,20,26,42,43,46
19,31,34,42,47,58
10,12,30,34,35,54
33,39,43,47,54,55
1,16,17,40,41,46
1,20,28,44,48,58
2,14,29,39,50,52
21,25,28,34,51,58
25,32,35,39,54,56
26,52,54,57,58,59
3,6,37,43,56,57
6,15,16,22,50,51
17,18,20,29,37,43
8,12,23,50,52,58
6,35,37,43,49,54
7,12,20,24,40,55
6,15,16,42,45,49
5,8,21,33,53,57
4,17,24,36,47,49
6,22,29,36,39,52
17,23,27,29,34,47
2,3,8,17,41,57
5,28,41,47,57,58
11,16,41,44,50,51
12,21,37,39,43,47
28,46,54,55,56,57
2,28,32,37,47,53
4,9,24,36,44,58
9,24,29,31,34,58
5,10,13,15,28,48
23,30,37,38,40,54
13,24,33,34,50,52
1,10,14,15,22,49
5,10,16,32,42,50
7,14,21,47,48,59
12,15,21,36,38,53
12,13,15,25,34,39
1,6,7,13,21,54
15,17,22,25,49,55
4,5,27,28,32,52
7,11,12,27,29,47
15,16,26,28,41,46
8,15,18,25,29,36
5,16,35,43,44,55
